event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
CHN8545,"13 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)",,6,,,0,60,,156,"East Asia",China,"Hong Kong","Central and Western",,"Hong Kong - Central and Western",22.2811,114.1598,1,"Ta Kung Pao",Subnational,"On 13 June 2020, 8 members of the 'Anti-Violence Alliance' demonstrated outside the Consulate General of the United States, Hong Kong and Macau in Central and Western District (Hong Kong) to condemn the US government's interference in the internal affairs of China and Hong Kong, especially with the National Security Law in Hong Kong.",0,"crowd size=8",1646432977
CHN4291,"12 June 2020",2020,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Jiangsu,Yancheng,Yandu,Yandu,33.3385,120.1542,1,"CLB (China)",Other,"Around 12 June 2020 (as reported), up to 100 employees demonstrated in Yandu District (Yancheng City, Jiangsu Province) against wage arrears and social security contributions owed to them by an electronics factory.",0,"crowd size=up to 100",1618501231
CHN4290,"12 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)",,6,,,0,60,,156,"East Asia",China,Sichuan,Chengdu,Qingyang,Qingyang,30.6745,104.0623,1,Weiquanwang,Other,"On 12 June 2020, more than 20 petitioners petitioned and demonstrated at the Sichuan Province Public Security Department in Qingyang District (Chengdu City, Sichuan Province), stating that they had been illegally 'stabilised' by the local police in their respective petitioning activities and demanded that the Public Security Department take legal disciplinary action against the local stability maintenance personnel. They also reported that the local police arbitrarily intercepted, beat up and detained petitioners during the annual parliamentary sessions.",0,"crowd size=more than 20",1618501213
CHN4147,"12 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Five Demands Movement; Government of China (2017-) Hong Kong Special Administrative Region",6,,,0,60,,156,"East Asia",China,"Hong Kong","Central and Western",,"Hong Kong - Central and Western",22.2811,114.1598,1,"Apple Daily Hong Kong; Ming Pao; RTHK",Subnational,"On 12 June 2020, about 7 demonstrators held a 'Lunch with You' rally at Pacific Place in Central and Western District (Hong Kong). They held banners with slogans for 'Hong Kong independence', chanted slogans calling for the five demands and sang anti-ELAB songs. More than 100 people then chanted slogans while marching towards the exit for Bank of America Tower. In the evening, more than a dozen to 50 people (including district councillors) demonstrated at The Westwood in the same district, singing 'Glory to Hong Kong' and chanting anti-ELAB slogans. They also observed a minute of silence during the demonstration. These were held in commemoration of the first anniversary of the first major police clashes during the anti-ELAB demonstration on 12 June 2019.",0,"crowd size=more than 100",1611094729
CHN4152,"12 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Five Demands Movement; Government of China (2017-) Hong Kong Special Administrative Region",6,,,0,60,,156,"East Asia",China,"Hong Kong","Sha Tin",,"Hong Kong - Sha Tin",22.3779,114.1981,1,"RTHK; Inmediahk.net; Apple Daily Hong Kong",Subnational,"On 12 June 2020, hundreds to nearly 500 people (including district councillors) demonstrated at New Town Plaza in Sha Tin District (Hong Kong). They chanted pro-independence slogans, sang anti-ELAB songs and held up their mobile phone flashlights. They also held up the hand gesture calling for the five demands. A large number of riot police were on alert outside the mall and the Sha Tin MTR Station and intercepting people. This was held in commemoration of the first anniversary of the first major police clashes during the anti-ELAB demonstration on 12 June 2019.",0,"crowd size=hundreds to nearly 500",1611094729
CHN4154,"12 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Five Demands Movement; Students (China)",6,,,0,60,,156,"East Asia",China,"Hong Kong","Tuen Mun",,"Hong Kong - Tuen Mun",22.3919,113.9748,1,"Inmediahk.net; The Stand News",Subnational,"On 12 June 2020, demonstrators (including some middle school students) gathered at Leung King Estate Bus Terminus and Chelsea Heights in Tuen Mun District (Hong Kong), where exhibitions were set up in commemoration of the first anniversary of the first major police clashes during the anti-ELAB demonstration on 12 June 2019. At 8pm, they held up their mobile phone flashlights, sang the anti-ELAB protest anthem 'Glory to Hong Kong' and chanted anti-ELAB slogans. This was one of many demonstrations held for the same reason across Hong Kong on the same day.",0,"crowd size=no report",1611094729
CHN4157,"12 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Students (China); Christian Group (China); Five Demands Movement; Government of China (2017-) Hong Kong Special Administrative Region",6,,,0,60,,156,"East Asia",China,"Hong Kong","Yuen Long",,"Hong Kong - Yuen Long",22.4452,114.023,1,"Apple Daily Hong Kong; The Stand News",Subnational,"On 12 June 2020, nearly 40 students from S.k.h. Bishop Baker Secondary School and The Church of Christ in China Kei Long College held a 'Return with You' protest march in Yuen Long District (Hong Kong). They held banners and shouted slogans calling for 'Hong Kong independence', 'Hongkongers, build your nation' and 'Liberate Hong Kong, revolution of our time' while marching back to their respective schools. In the evening, a large number of people gathered at Yuen Long MTR station in the same district, singing anti-ELAB songs and holding up the gesture calling for the five demands. The police arrived at the scene to cordon off the area and warn demonstrators that they were in violation of the COVID-19 restriction order. Multiple people were issued a fixed penalty fine, including 3 district councillors. Both events were held in commemoration of the first anniversary of the first major police clashes during the anti-ELAB demonstration on 12 June 2019.",0,"crowd size=nearly 40 and a large number",1611094729
CHN4159,"12 June 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (China)","Five Demands Movement",5,"Police Forces of China (2017-) Hong Kong Police Force",,1,15,,156,"East Asia",China,"Hong Kong","Yau Tsim Mong",,"Hong Kong - Yau Tsim Mong",22.3201,114.1692,1,"HK01; RTHK",Subnational,"On 12 June 2020, over 100 people gathered at Langham Place in Yau Tsim Mong District (Hong Kong), chanting slogans and singing the anti-ELAB anthem 'Glory to Hong Kong'. The police then cordoned off the perimeter of Langham Place. Demonstrators also gathered at New Century Plaza, singing 'Glory to Hong Kong' and shouting slogans at people dining at Urban Cafe Commune not to patronize pro-establishment 'blue shops'. Police continued to warn demonstrators to leave and reportedly subdued one person at Portland Street. Many people were arrested at 8.30pm. The police reported that someone threw a hard object from a height at the police station on Shantung Street. The demonstration was held in commemoration of the first anniversary of the first major police clashes during the anti-ELAB demonstration on 12 June 2019. The police reported that a total of 43 people were arrested (28 men and 15 women) for the demonstrations held across Hong Kong in the evening.",0,"crowd size=over 100",1611094729
CHN4156,"12 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Five Demands Movement",6,,,0,60,,156,"East Asia",China,"Hong Kong","Wong Tai Sin",,"Hong Kong - Wong Tai Sin",22.3364,114.1987,1,HK01,Subnational,"On 12 June 2020, over 100 people demonstrated at Wong Tai Sin Square in Wong Tai Sin District (Hong Kong), chanting anti-ELAB slogans. It was reported that police were on alert outside the square but did not intervene. This was held in commemoration of the first anniversary of the first major police clashes during the anti-ELAB demonstration on 12 June 2019.",0,"crowd size=over 100",1611094732
CHN4148,"12 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)",,6,,,0,60,,156,"East Asia",China,"Hong Kong","Central and Western",,"Hong Kong - Central and Western",22.2811,114.1598,1,HK01,Subnational,"On 12 June 2020, at least 7 people of a pro-establishment group demonstrated outside the British Consulate-General Hong Kong in Central and Western District (Hong Kong), condemning the British government for interfering in China's internal affairs, stating that the rights of the British people to Hong Kong had been terminated with the transfer of sovereignty. They also claimed that the British government's proposed amendments to British National (Overseas) passport holders were merely diplomatic rhetoric aimed at fooling Hong Kong people.",0,"crowd size=at least 7",1611094732
CHN4150,"12 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Students (China)",6,,,0,60,,156,"East Asia",China,"Hong Kong","Kowloon City",,"Hong Kong - Kowloon City",22.3052,114.187,1,HK01,Subnational,"On 12 June 2020, about 100 people (mostly students from Heung To Middle School, and a number of residents, and students from nearby secondary schools) demonstrated outside Heung To Middle School in Kowloon City District (Hong Kong), forming a human chain to protest against the school's decision not to renew the contract of a teacher. They held placards and chanted slogans to oppose the school's political repression and demand for an explanation. 30 police officers were present at the scene, warning the demonstrators that they were in violation of the COVID-19 restriction order. This was in response to the school not renewing the contract of an arts department teacher, allegedly on the grounds that her political stance was inconsistent with the school's philosophy and for failing to stop students from using the protest anthem 'Glory to Hong Kong' in a music exam.",0,"crowd size=about 100",1611094732
CHN4149,"12 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Five Demands Movement; Government of China (2017-) Hong Kong Special Administrative Region",6,,,0,60,,156,"East Asia",China,"Hong Kong",Eastern,,"Hong Kong - Eastern",22.2821,114.2213,1,Inmediahk.net,Subnational,"On 12 June 2020, more than 100 demonstrators gathered at Siu Sai Wan Complex, Eastern District (Hong Kong), where an exhibition was set up by four district councillors in commemoration of the first anniversary of the first major police clashes during the anti-ELAB demonstration on 12 June 2019. They sang 'Glory to Hong Kong', chanted anti-ELAB slogans as well as 'Hong Kong independence, the only way out'. It was reported that while the event was scheduled to end at 10pm, the police intervened at 8.30pm and called for the crowd to disperse, but allowed them to continue the gathering until 9pm upon the organiser's request. This was one of many demonstrations held for the same reason across Hong Kong on the same day.",0,"crowd size=more than 100",1611094733
CHN4151,"12 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Five Demands Movement",6,,,0,60,,156,"East Asia",China,"Hong Kong","Kwun Tong",,"Hong Kong - Kwun Tong",22.3109,114.2233,1,"Ming Pao",Subnational,"On 12 June 2020, dozens of demonstrators held a 'Lunch with You' rally at Megabox in Kwun Tong District (Hong Kong), chanting anti-ELAB slogans and other slogans such as 'Survive and fight till the end' and 'No thugs, only tyranny'. About 20 police officers were stationed outside the mall but did not intervene. This was held in commemoration of the first anniversary of the first major police clashes during the anti-ELAB demonstration on 12 June 2019.",0,"crowd size=dozens",1611094734
CHN4153,"12 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Five Demands Movement; Government of China (2017-) Hong Kong Special Administrative Region",6,,,0,60,,156,"East Asia",China,"Hong Kong",Southern,,"Hong Kong - Southern",22.2484,114.1527,1,"The Stand News",Subnational,"On 12 June 2020, nearly 100 people (including a district councillor) gathered outside Stanley Prison in Southern District (Hong Kong), in solidarity with an anti-ELAB demonstrator who had been released from prison. They held banners and sang the anti-ELAB anthem 'Glory to Hong Kong'. The demonstrator had spent eight months in prison on charges for damaging the ticket machines at Mong Kok MTR Station during the anti-ELAB demonstrations last year.",0,"crowd size=nearly 100",1611094736
CHN4155,"12 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)",,6,,,0,60,,156,"East Asia",China,"Hong Kong","Wan Chai",,"Hong Kong - Wan Chai",22.2776,114.175,1,"Wen Wei Po",Subnational,"On 12 June 2020, a group of residents from Hong Kong's outlying islands demonstrated outside the Electoral Affairs Commission in Wan Chai District (Hong Kong), calling on the Commission to publish the new election guidelines as soon as possible, to ensure that the September Legislative Council elections can be conducted in an open and fair manner. They stated that during the district council elections in 2019, amid the anti-ELAB demonstrations, many candidates were violently treated with their campaign banners destroyed, and there was confusion and chaos on polling day. They urged the Commission to pay attention to the political situation and propose effective measures for the upcoming elections to close the loopholes in the guidelines.",0,"crowd size=a group",1611094737
CHN9755,"12 June 2020",2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (China)","Five Demands Movement",6,"Police Forces of China (2017-) Hong Kong Police Force",,1,16,,156,"East Asia",China,"Hong Kong","Yau Tsim Mong",,"Hong Kong - Yau Tsim Mong",22.3201,114.1692,1,"Ming Pao",Subnational,"On 12 June 2020, many citizens gathered outside Exit E1 at Mong Kok MTR Station in Yau Tsim Mong district (Hong Kong) (coded as Hong Kong - Yau Tsim Mong) to demonstrate on the one-year anniversary of the beginning of the anti-ELAB public demonstrations. Under the lead of a retired civil servant, the protesters expressed anti-police sentiments by chanting call-and-response slogans in a derogatory and disparaging tone. The civil servant was arrested when he ignored the police's call to disperse.",0,"crowd size=many",1618940611
CHN4158,"12 June 2020",2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (China)","Five Demands Movement; Government of China (2017-) Hong Kong Special Administrative Region",6,"Police Forces of China (2017-) Hong Kong Police Force",,1,16,,156,"East Asia",China,"Hong Kong","Wan Chai",,"Hong Kong - Wan Chai",22.2776,114.175,1,"HK01; RTHK; The Stand News",Subnational,"On 12 June 2020, hundreds of people demonstrated outside SOGO Causeway Bay in Wan Chai District (Hong Kong). They chanted anti-ELAB slogans, held banners with the slogan 'Liberate Hong Kong, revolution of our time' and displayed photos from the anti-ELAB demonstrations. Demonstrators held up their mobile phone flashlights, and some people waved the British colonial flag. More than 100 people also gathered at Tin Hau MTR Station in the same district to sing 'Glory to Hong Kong'. Police were at the scene, broadcasting messages warning demonstrators to disperse, as they were in violation of the COVID-19 restriction order. After repeated warnings, the riot police fired pepper spray outside the Causeway Bay MTR Station. At least 20 people were arrested, including two district councillors. The police reported that a total of 43 people were arrested (28 men and 15 women) for the demonstrations held across Hong Kong in the evening.",0,"crowd size=hundreds",1687985750
CHN4144,"11 June 2020",2020,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Jilin,Changchun,Kuancheng,Kuancheng,43.9018,125.3264,1,"CLB (China)",Other,"Around 11 June 2020 (as reported), up to 100 employees demonstrated in Kuancheng District (Changchun City, Jilin Province) against wage arrears owed to them by a supermarket.",0,"crowd size=up to 100",1618501270
CHN4143,"11 June 2020",2020,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Zhejiang,Hangzhou,Jianggan,Jianggan,30.2571,120.2049,2,"CLB (China)",Other,"Around 11 June 2020 (as reported), up to 100 employees demonstrated in Hangzhou City, Zhejiang Province against wage arrears owed to them by a florist. It was reported that the employees had been demanding for wage arrears for almost a year.",0,"crowd size=up to 100",1618501267
CHN4145,"11 June 2020",2020,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Henan,Zhengzhou,Zhongmou,Zhongmu,34.7189,113.9763,1,"CLB (China)",Other,"Around 11 June 2020 (as reported), up to 100 migrant workers demonstrated in Zhongmu County (Zhengzhou City, Henan Province) against wage arrears owed to them by a construction project.",0,"crowd size=up to 100",1618501265
CHN4142,"11 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Five Demands Movement",6,,,0,60,,156,"East Asia",China,"Hong Kong","Sham Shui Po",,"Hong Kong - Sham Shui Po",22.3289,114.1586,1,HK01,Subnational,"On 11 June 2020, 3 demonstrators held a 'Lunch with You' rally and marched from Hong Kong Industrial Centre to the Lai Chi Kok Reception Centre, waving the British colonial flag and chanting slogans for 'No thugs, only tyranny' and 'Five demands, not one less'. The police officers stationed at the reception centre performed a search and ID check on the demonstrators and reporters, but otherwise did not intervene.",0,"crowd size=3",1611094732
CHN4141,"11 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)",,6,,,0,60,,156,"East Asia",China,"Hong Kong","Central and Western",,"Hong Kong - Central and Western",22.2811,114.1598,1,"Wen Wei Po",Subnational,"On 11 June 2020, many groups (including Justice Complaints) demonstrated outside the Consulate General of the United States, Hong Kong and Macau in Central and Western District (Hong Kong), to condemn the US government's interference in the internal affairs of China and Hong Kong. They held banners and chanted slogans during the demonstration, criticising the US government for undermining the 'One Country, Two Systems', colluding with anti-China figures, and creating unwarranted fear around the legislation of the national security law in damaging Hong Kong's status as an international financial hub.",0,"crowd size=many groups",1611094737
CHN4140,"11 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Teachers (China); HKPTU: Hong Kong Professional Teachers' Union",6,,,0,60,,156,"East Asia",China,"Hong Kong",,,"Hong Kong",22.3222,114.177,3,"Ming Pao",Subnational,"On 11 June 2020, at least 4 members of the Hong Kong Professional Teachers' Union held a press conference in Hong Kong, criticising the notice recently issued by the Education Bureau, which stated that newly recruited teachers are required to receive relevant professional ethics trainings provided by the Bureau. The group held placards and argued that the training programme had not been consulted with the industry, and some training arrangements do not follow the recommendations by the Task Force on Professional Development of Teachers. They urged the Education Bureau to withdraw their decision.",0,"crowd size=at least 4",1631034599
CHN4288,"10 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Jiangsu,Yancheng,Tinghu,Tinghu,33.3915,120.1399,2,"CLB (China)",Other,"On 10 June 2020, up to 100 employees demonstrated in Yancheng City, Jiangsu Province against wage arrears owed to them by a construction project. At the time of reporting on 19 June 2020, it was reported that they had continued demanding for wage arrears for ten days.",0,"crowd size=up to 100",1618501285
CHN4136,"10 June 2020",2020,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Shandong,Jinan,Lixia,Lixia,36.6665,117.0764,2,"CLB (China)",Other,"Around 10 June 2020 (as reported), up to 100 employees went on strike and demonstrated in Jinan City, Shandong Province against wage arrears to them by an express delivery service company. It was reported that employees were owed wages for the months of April and May 2020.",0,"crowd size=up to 100",1618501297
CHN4137,"10 June 2020",2020,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Hebei,Tangshan,Lubei,Lubei,39.6245,118.2006,2,"CLB (China)",Other,"Around 10 June 2020 (as reported), up to 100 employees demonstrated in Tangshan City, Hebei Province against wage arrears owed to them by a mass media agency. It was reported that employees had been owed wages for years, as well as insurance and housing provident fund contributions.",0,"crowd size=up to 100",1618501296
CHN4584,"10 June 2020",2020,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Sichuan,Suining,Daying,Daying,30.5948,105.2368,1,"CLB (China)",Other,"Around 10 June 2020 (as reported), 1-100 employees of a company in Daying County (Suining, Sichuan) protested at the county government offices to demand official intervention in collecting their wage arrears owed by the company for 2-3 years. It was reported that the money was paid to the county court, but the court refused to pay those workers.",0,"crowd size=1-100",1618501291
CHN4135,"10 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","DAB: Democratic Alliance for the Betterment and Progress of Hong Kong; Government of China (2017-) Hong Kong Special Administrative Region",6,,,0,60,,156,"East Asia",China,"Hong Kong","Wan Chai",,"Hong Kong - Wan Chai",22.2776,114.175,1,"HK01; Wen Wei Po",Subnational,"On 10 June 2020, at least 14 people from pro-establishment groups (including at least 8 members of the DAB and 1 district councillor) demonstrated outside the Electoral Affairs Commission in Wan Chai District (Hong Kong). They called for the Commission to issue guidelines in response to the unfair elections in last year's district council elections, establish a separate lane for elderly voters, use electronic ballots to prevent counterfeit votes, and authorise officials to be stationed at voting stations to supervise the voting process. In addition, 8 groups of people also demonstrated and petitioned outside the Commission on the same day, calling on the Commission to announce the election guidelines as soon as possible.",0,"crowd size=at least 14 and 8 groups",1611094729
CHN4124,"09 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Henan,Zhengzhou,Dengfeng,Dengfeng,34.4544,113.0505,1,"CLB (China)",Other,"On 9 June 2020, 23 migrant workers demonstrated in Dengfeng City (Zhengzhou City, Henan Province) against wage arrears owed to them by a construction project. It was reported that the project department had laid off workers on 8 May 2020 and promised to pay wages by 5 June 2020. The 23 migrant workers were reportedly owed wages of about RMB 380,000.",0,"crowd size=23",1618501332
CHN4129,"09 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Five Demands Movement",6,,,0,60,,156,"East Asia",China,"Hong Kong","Kwai Tsing",,"Hong Kong - Kwai Tsing",22.3674,114.1329,1,"Apple Daily Hong Kong",Subnational,"On 9 June 2020, dozens of demonstrators held a 'Lunch with You' rally at Kwai Ching Shopping Centre in Kwai Tsing District (Hong Kong). They sang songs and held up the gesture calling for the five demands.",0,"crowd size=dozens",1611094731
CHN4131,"09 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Five Demands Movement",6,,,0,60,,156,"East Asia",China,"Hong Kong","Wan Chai",,"Hong Kong - Wan Chai",22.2776,114.175,1,"Apple Daily Hong Kong",Subnational,"On 9 June 2020, about 10 demonstrators held a 'Lunch with You' rally at Revenue Tower in Wan Chai District (Hong Kong). They chanted anti-ELAB slogans and sang songs. This was one of the 'Lunch with You' rally held on the same day in 7 districts across Hong Kong, in commemoration of the first anniversary of the first major anti-ELAB rally held on 9 June 2019, where 1.03 million people reportedly participated in the march.",0,"crowd size=about 10",1611094731
CHN4128,"09 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Five Demands Movement",6,,,0,60,,156,"East Asia",China,"Hong Kong",Eastern,,"Hong Kong - Eastern",22.2821,114.2213,1,"Apple Daily Hong Kong",Subnational,"On 9 June 2020, about 50 demonstrators held a 'Lunch with You' rally at Taikoo Shing in Eastern District (Hong Kong). They sang the anti-ELAB protest anthem 'Glory to Hong Kong' and chanted slogans calling 'Hongkongers, build our nation'. This was one of the 'Lunch with You' rally held on the same day in 7 districts across Hong Kong, in commemoration of the first anniversary of the first major anti-ELAB rally held on 9 June 2019, where 1.03 million people reportedly participated in the march.",0,"crowd size=about 50",1611094731
CHN4130,"09 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Five Demands Movement",6,,,0,60,,156,"East Asia",China,"Hong Kong","Kwun Tong",,"Hong Kong - Kwun Tong",22.3109,114.2233,1,"Ming Pao",Subnational,"On 9 June 2020, more than 150 demonstrators held a 'Lunch with You' rally at apm in Kwun Tong District (Hong Kong). They held banners calling for the five demands, and sang the anti-ELAB protest anthem 'Glory to Hong Kong'. In addition, 20 girls held a 'Lunch with You' rally at Megabox in the same district, holding banners during the demonstration. These were two of the 'Lunch with You' rallies held on the same day in 7 districts across Hong Kong, in commemoration of the first anniversary of the first major anti-ELAB rally held on 9 June 2019, where 1.03 million people reportedly participated in the march.",0,"crowd size=more than 170",1611094734
CHN4125,"09 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Five Demands Movement; Students (China)",6,,,0,60,,156,"East Asia",China,"Hong Kong","Central and Western",,"Hong Kong - Central and Western",22.2811,114.1598,1,"Ming Pao",Subnational,"On 9 June 2020, about 20 demonstrators held a 'Lunch with You' rally at Landmark in Central and Western District (Hong Kong). They chanted anti-ELAB slogans and sang 'Glory to Hong Kong'. A pro-establishment man got into an altercation at the atrium of the mall, as he accused demonstrators of being 'traitors' for causing conflict in the city. Security guards separated the man from the rest of the group and asked him to leave. A student in uniform also participated in the demonstration, holding a placard for 'Young Lives Matter'. This was one of the 'Lunch with You' rallies held on the same day in 7 districts across Hong Kong, in commemoration of the first anniversary of the first major anti-ELAB rally held on 9 June 2019, where 1.03 million people reportedly participated in the march.",0,"crowd size=about 20",1611094734
CHN4132,"09 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Five Demands Movement; Students (China)",6,,,0,60,,156,"East Asia",China,"Hong Kong","Wong Tai Sin",,"Hong Kong - Wong Tai Sin",22.3364,114.1987,1,"Oriental Daily",Subnational,"On 9 June 2020, dozens of demonstrators (including students wearing their uniforms) held a 'Lunch with You' rally at Mikiki in Wong Tai Sin District (Hong Kong). They sang the anti-ELAB protest anthem 'Glory to Hong Kong' and chanted slogans. Students in their uniforms also held banners and marched around the mall during the demonstration. This was one of the 'Lunch with You' rally held on the same day in 7 districts across Hong Kong, in commemoration of the first anniversary of the first major anti-ELAB rally held on 9 June 2019, where 1.03 million people reportedly participated in the march.",0,"crowd size=dozens",1611094734
CHN4133,"09 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Government of China (2017-) Hong Kong Special Administrative Region; DP: Democratic Party (Hong Kong); Hong Kong Labour Party",6,,,0,60,,156,"East Asia",China,"Hong Kong","Wong Tai Sin",,"Hong Kong - Wong Tai Sin",22.3364,114.1987,1,"The Stand News",Subnational,"On 9 June 2020, members of a concern group (formed by Wong Tai Sin district councillors, including members of the Democratic Party and Labour Party) demonstrated outside the district council office in Wong Tai Sin District (Hong Kong), condemning the political suppression by the Home Affairs Department. This was in response to the District Office which stated that it had reservations about the concern group's authority to host its first meeting which was scheduled on the same day, and refused to provide a venue, secretariat support, or send government officials to attend the meeting. The meeting was originally scheduled to be held in commemoration of the first anniversary of the June 9th anti-ELAB march last year, and would be focused on police law enforcement and police brutality.",0,"crowd size=no report",1611094736
CHN4127,"09 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (China)",,6,,,0,60,,156,"East Asia",China,"Hong Kong","Central and Western",,"Hong Kong - Central and Western",22.2811,114.1598,1,"Wen Wei Po",Subnational,"On 9 June 2020, at least 8 people from a number of civic groups demonstrated outside the Consulate General of the United States, Hong Kong and Macau in Central and Western District (Hong Kong), criticising the US government for interfering with the legislation of the national security law in Hong Kong, on the grounds that this is the internal affairs of China and no foreign government had the right to interfere. They urged the US government to instead respond to the demonstrations that broke out in many areas in the United States.",0,"crowd size=at least 8",1611094737
CHN4126,"09 June 2020",2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (China)","Five Demands Movement",6,"Police Forces of China (2017-) Hong Kong Police Force",,1,16,,156,"East Asia",China,"Hong Kong","Central and Western",,"Hong Kong - Central and Western",22.2811,114.1598,1,"HK01; Ming Pao",Subnational,"On 9 June 2020, more than 1,000 demonstrators held a protest march from Chater Garden to the Court of Final Appeal in Central and Western District (Hong Kong), in commemoration of the first anniversary of the first major anti-ELAB rally held on 9 June 2019, where 1.03 million people reportedly participated in the march. During the demonstration, they chanted slogans and sang the anti-ELAB protest anthem 'Glory to Hong Kong'. The police reported that demonstrators blocked multiple lanes along Queen's Road and Ice House Street. The police fired pepper balls when demonstrators stopped at Des Voeux Road and raised their umbrellas while moving towards the police. Pepper balls were fired a second time at around 10pm when demonstrators walked out onto Des Voeux Road. A total of 57 people (38 men and 19 women, including 2 district councillors) were arrested.",0,"crowd size=more than 1,000",1687985750
CHN4121,"08 June 2020",2020,2,Demonstrations,Protests,"Peaceful protest","Protesters (China)","Labor Group (China)",6,,,0,60,,156,"East Asia",China,Hubei,Xiaogan,Xiaonan,Xiaonan,30.9152,113.9056,2,"CLB (China)",Other,"Around 8 June 2020 (as reported), between 101 and 1000 migrant workers demonstrated in Xiaogan City, Hubei Province against wage arrears owed to them by a real estate developer. It was reported that more than 370 migrant workers had been owed their wages.",0,"crowd size=up to 101 and 1000",1618501353
CHN4123,"08 June 2020",2020,2,Demonstrations,Protests,"Protest with intervention","Protesters (China)","Labor Group (China)",6,"Private Security Forces (China)","Labor Group (China)",8,68,,156,"East Asia",China,Jiangsu,Suzhou,Kunshan,Kunshan,31.3855,120.9806,1,"CLB (China)",Other,"Around 8 June 2020 (as reported), between 101 and 1000 employees demonstrated in Kunshan City (Suzhou City, Jiangsu Province) against wage arrears owed to them by a mask factory. It was reported that demonstrators were beaten up by security guards at the factory.",0,"crowd size=between 101 and 1000",1618501367
CHN4122,"08 June 2020",2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (China)","Labor Group (China)",6,"Police Forces of China (2012-)",,1,16,,156,"East Asia",China,Liaoning,Shenyang,Hunnan,Hunnan,41.7149,123.4496,1,HK01,National,"On 8 June 2020, footballers and coaches from Liaoning Hongyun, and some parents of footballers demonstrated at the Liaoning Provincial Physical Education Bureau in Hunnan District (Shenyang City, Liaoning Province) against wage arrears owed to them by the football club. It was reported that the Bureau called the police who came to the scene to disperse the crowd. The team members had previously petitioned for the same issue on 25 May 2020 and was promised to be paid their wages within a week later. The football club had its registration revoked by the Chinese Football Association in May 2020 due to wage arrears.",0,"crowd size=no report",1618501373
